1623,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,8/15/2022,24/05/1401
1624,Lack of meter inventory,عدم موجودی کنتور,8/16/2022,25/05/1401
1625,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,8/16/2022,25/05/1401
1626,Change in request,تغییر در درخواست,8/16/2022,25/05/1401
1627,Direct purchase link,لینک خرید مستقیم,8/16/2022,25/05/1401
1628,Increase amperage,افزایش آمپراژ,8/16/2022,25/05/1401
1629,Change in request,تغییر در درخواست,8/16/2022,25/05/1401
1630,Change of name in branch application,تغییر نام در درخواست انشعاب,8/16/2022,25/05/1401
1631,Branch fee approval,تایید هزینه انشعاب,8/16/2022,25/05/1401
1632,meter,کنتور,8/16/2022,25/05/1401
1633,Purchase confirmation request,درخواست تایید خرید,8/16/2022,25/05/1401
1634,Failure to register an application,عدم ثبت درخواست,8/16/2022,25/05/1401
1635,Return from the purchase of the meter,بازگشت از خرید کنتور,8/17/2022,26/05/1401
1636,displacement,جابه جایی,8/17/2022,26/05/1401
1637,My age system,سامانه سنم,8/17/2022,26/05/1401
1638,Request changes,تغییرات درخواست,8/17/2022,26/05/1401
1639,Meter installation,نصب کنتور,8/17/2022,26/05/1401
1640,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,8/17/2022,26/05/1401
1641,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,8/17/2022,26/05/1401
1642,Installation submission error,خطای ارسال نصب,8/20/2022,29/05/1401
1643,Cable request,درخواست کابل,8/20/2022,29/05/1401
1644,Branching somewhere,جا به جایی انشعاب,8/20/2022,29/05/1401
1645,Cable assignment,اختصاص کابل,8/20/2022,29/05/1401
1646,Cable assignment,اختصاص کابل,8/21/2022,30/05/1401
1647,Branch fee approval,تایید هزینه انشعاب,8/21/2022,30/05/1401
1648,Error creating record,خطای ایجاد سابقه,8/21/2022,30/05/1401
1649,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,8/21/2022,30/05/1401
1650,Request changes,تغییرات درخواست,8/21/2022,30/05/1401
1651,Record error,خطای ثبت سابقه,8/21/2022,30/05/1401
1652,No information error,خطای عدم وجود اطلاعات,8/22/2022,31/05/1401
1653,Branch cable,کابل انشعاب,8/22/2022,31/05/1401
1654,It is not possible to change the request,عدم امکان تغییر درخواست,8/22/2022,31/05/1401
1655,Exemption,معافیت,8/22/2022,31/05/1401
1656,Branch cost modification,اصلاح هزینه انشعاب,8/22/2022,31/05/1401
1657,Record,ثبت,8/22/2022,31/05/1401
1658,Branch fee approval,تایید هزینه انشعاب,8/22/2022,31/05/1401
1659,Design Commission,کمسیون طرح,8/23/2022,01/06/1401
1660,File request,بایگانی درخواست,8/23/2022,01/06/1401
1661,Branching somewhere,جا به جایی انشعاب,8/23/2022,01/06/1401
1662,Meter installation,نصب کنتور,8/23/2022,01/06/1401
1663,Direct link,لینک ارسال مستقیم,8/23/2022,01/06/1401
1664,Meter fee return,بازگشت هزینه کنتور,8/23/2022,01/06/1401
1665,No meter,عدم وجود کنتور,8/23/2022,01/06/1401
1666,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,8/24/2022,02/06/1401
